date,away_team,away_runs,away_hits,away_errors,home_team,home_runs,home_hits,home_errors
2019-05-14,Cubs,3,11,0,Reds,1,3,0
2019-05-14,Mets,6,8,0,Nationals,2,5,0
2019-05-14,Brewers,6,12,1,Phillies,1,5,0
2019-05-14,Rockies,5,6,2,Red Sox,4,9,0
2019-05-14,Astros,11,14,0,Tigers,4,7,1
2019-05-14,Rays,4,8,0,Marlins,0,6,0
2019-05-14,Cardinals,14,14,0,Braves,3,3,0
2019-05-14,Angels,3,11,0,Twins,4,7,0
2019-05-14,Rangers,5,10,0,Royals,11,14,0
2019-05-14,Pirates,6,11,0,D-backs,2,4,0
2019-05-14,Blue Jays,7,10,0,Giants,3,5,1
2019-05-14,Padres,3,7,1,Dodgers,6,8,0
2019-05-14,Athletics,3,6,0,Mariners,4,7,2
2019-05-15,Angels,7,18,1,Twins,8,10,1
2019-05-15,Orioles,3,7,1,Yankees,5,7,0
2019-05-15,Orioles,1,7,1,Yankees,3,7,1
2019-05-15,Pirates,1,6,1,D-backs,11,11,0
2019-05-15,Blue Jays,3,5,1,Giants,4,8,3
2019-05-15,Cubs,5,9,0,Reds,6,12,1
2019-05-15,Mets,1,4,0,Nationals,5,9,0
2019-05-15,Brewers,5,7,0,Phillies,2,9,2
2019-05-15,Rockies,5,11,0,Red Sox,6,13,0
2019-05-15,Astros,5,8,1,Tigers,1,2,2
2019-05-15,Rays,1,7,0,Marlins,0,7,0
2019-05-15,Cardinals,0,3,1,Braves,4,6,0
2019-05-15,Rangers,6,12,0,Royals,1,9,0
2019-05-15,Padres,0,4,1,Dodgers,2,8,1
2019-05-16,Mets,6,11,0,Nationals,7,12,0
2019-05-16,Brewers,11,13,3,Phillies,3,4,1
2019-05-16,Athletics,17,16,0,Tigers,3,7,1
2019-05-16,Rangers,16,21,0,Royals,1,9,1
2019-05-16,Orioles,7,10,0,Indians,14,14,0
2019-05-16,Cubs,2,4,0,Reds,4,12,0
2019-05-16,Cardinals,2,6,0,Braves,10,14,0
2019-05-16,Blue Jays,2,2,1,White Sox,4,10,1
2019-05-16,Pirates,3,8,0,Padres,4,5,3
2019-05-16,Twins,11,16,1,Mariners,6,8,2
2019-05-17,Cubs,14,18,0,Nationals,6,13,1
2019-05-17,Rockies,4,5,0,Phillies,5,8,2
2019-05-17,Rays,3,10,0,Yankees,4,9,1
2019-05-17,Orioles,5,10,2,Indians,1,3,0
2019-05-17,Astros,3,6,0,Red Sox,1,9,0
2019-05-17,Dodgers,6,10,0,Reds,0,3,0
2019-05-17,Athletics,7,9,0,Tigers,2,4,1
2019-05-17,Mets,6,12,2,Marlins,8,10,0
2019-05-17,Brewers,8,10,2,Braves,12,17,1
2019-05-17,Cardinals,3,9,0,Rangers,7,11,1
2019-05-17,Blue Jays,10,15,0,White Sox,2,6,1
2019-05-17,Giants,0,9,1,D-backs,7,10,0
2019-05-17,Royals,2,6,0,Angels,5,10,0
2019-05-17,Pirates,5,9,1,Padres,3,7,1
2019-05-17,Twins,7,10,0,Mariners,1,5,1
2019-05-18,Rays,2,6,1,Yankees,1,8,1
2019-05-18,Blue Jays,1,3,1,White Sox,4,7,0
2019-05-18,Cardinals,8,10,0,Rangers,2,6,2
2019-05-18,Rockies,1,9,2,Phillies,2,6,0
2019-05-18,Orioles,1,1,0,Indians,4,7,1
2019-05-18,Dodgers,0,6,1,Reds,4,7,0
2019-05-18,Athletics,4,8,1,Tigers,1,5,0
2019-05-18,Mets,0,1,0,Marlins,2,5,0
2019-05-18,Astros,7,13,0,Red Sox,3,5,1
2019-05-18,Cubs,2,4,1,Nationals,5,11,0
2019-05-18,Brewers,3,8,1,Braves,4,8,0
2019-05-18,Pirates,7,12,0,Padres,2,8,2
2019-05-18,Royals,3,8,1,Angels,6,7,0
2019-05-18,Giants,8,11,2,D-backs,5,6,0
2019-05-18,Twins,18,19,2,Mariners,4,10,1
2019-05-19,Astros,3,4,1,Red Sox,4,11,0
2019-05-19,Rockies,5,7,1,Phillies,7,9,1
2019-05-19,Rays,5,7,4,Yankees,13,10,0
2019-05-19,Orioles,0,5,1,Indians,10,11,0
2019-05-19,Dodgers,8,6,1,Reds,3,9,1
2019-05-19,Athletics,7,12,1,Tigers,3,5,0
2019-05-19,Mets,0,2,0,Marlins,3,6,1
2019-05-19,Brewers,3,9,0,Braves,2,5,0
2019-05-19,Blue Jays,5,8,0,White Sox,2,7,1
2019-05-19,Cardinals,4,7,0,Rangers,5,9,1
2019-05-19,Royals,5,9,0,Angels,1,6,1
2019-05-19,Pirates,6,11,1,Padres,4,5,0
2019-05-19,Giants,3,5,0,D-backs,2,3,0
2019-05-19,Twins,4,7,0,Mariners,7,11,2
2019-05-19,Cubs,6,9,1,Nationals,5,9,1
2019-05-20,Red Sox,12,16,1,Blue Jays,2,3,1
2019-05-20,Athletics,6,11,0,Indians,4,8,1
2019-05-20,Yankees,10,11,2,Orioles,7,13,1
2019-05-20,Nationals,3,7,2,Mets,5,8,0
2019-05-20,Mariners,9,13,1,Rangers,10,15,0
2019-05-20,Phillies,5,9,1,Cubs,4,11,0
2019-05-20,White Sox,0,6,1,Astros,3,8,0
2019-05-20,Braves,4,6,1,Giants,1,2,1
2019-05-20,Twins,3,10,0,Angels,1,6,0
2019-05-20,D-backs,1,5,0,Padres,2,6,0
2019-05-21,Athletics,5,7,0,Indians,3,4,0
2019-05-21,Rockies,5,10,1,Pirates,0,3,1
2019-05-21,Phillies,2,6,0,Cubs,3,10,1
2019-05-21,Yankees,11,12,1,Orioles,4,8,1
2019-05-21,Red Sox,3,7,0,Blue Jays,10,11,1
2019-05-21,Nationals,5,8,0,Mets,6,8,0
2019-05-21,Dodgers,7,12,0,Rays,3,10,1
2019-05-21,Marlins,5,10,1,Tigers,4,5,1
2019-05-21,Reds,3,4,0,Brewers,0,6,0
2019-05-21,Mariners,3,6,0,Rangers,5,8,0
2019-05-21,White Sox,1,1,0,Astros,5,8,0
2019-05-21,Braves,3,11,1,Giants,4,9,0
2019-05-21,Twins,8,10,0,Angels,3,7,0
2019-05-21,D-backs,2,5,0,Padres,3,4,0
2019-05-22,Athletics,7,13,0,Indians,2,8,1
2019-05-22,Reds,9,11,1,Brewers,11,12,0
2019-05-22,Royals,8,8,1,Cardinals,2,4,1
2019-05-22,Royals,3,8,0,Cardinals,10,12,0
2019-05-22,Mariners,1,7,2,Rangers,2,8,0
2019-05-22,D-backs,2,6,0,Padres,5,12,0
2019-05-22,Rockies,9,16,0,Pirates,3,8,0
2019-05-22,Yankees,7,13,1,Orioles,5,7,0
2019-05-22,Red Sox,6,10,0,Blue Jays,5,11,0
2019-05-22,Nationals,1,3,1,Mets,6,7,0
2019-05-22,Dodgers,1,5,1,Rays,8,10,0
2019-05-22,Marlins,6,11,1,Tigers,3,10,0
2019-05-22,Phillies,4,13,0,Cubs,8,8,0
2019-05-22,White Sox,9,10,1,Astros,4,12,1
2019-05-22,Braves,9,7,0,Giants,2,6,1
2019-05-23,Nationals,4,13,1,Mets,6,7,2
2019-05-23,Rockies,6,11,1,Pirates,14,15,1
2019-05-23,Yankees,6,8,1,Orioles,5,8,0
2019-05-23,Red Sox,8,15,0,Blue Jays,2,5,1
2019-05-23,Marlins,5,7,0,Tigers,2,11,2
2019-05-23,Phillies,9,12,0,Cubs,7,11,1
2019-05-23,Braves,5,11,0,Giants,4,7,0
2019-05-23,Twins,16,17,1,Angels,7,10,0
2019-05-23,Rays,7,14,0,Indians,2,4,0
2019-05-23,White Sox,4,11,0,Astros,0,4,1
2019-05-24,Reds,6,11,0,Cubs,5,8,1
2019-05-24,Dodgers,10,13,0,Pirates,2,7,1
2019-05-24,Marlins,10,15,1,Nationals,12,14,4
2019-05-24,Padres,6,7,0,Blue Jays,3,3,1
2019-05-24,Tigers,9,14,0,Mets,8,11,1
2019-05-24,Rays,1,6,0,Indians,3,6,1
2019-05-24,Red Sox,3,7,3,Astros,4,4,0
2019-05-24,White Sox,4,9,1,Twins,11,12,1
2019-05-24,Phillies,6,11,0,Brewers,4,8,0
2019-05-24,Braves,5,12,1,Cardinals,2,7,1
2019-05-24,Orioles,6,10,0,Rockies,8,14,0
2019-05-24,Mariners,2,10,1,Athletics,6,8,0
2019-05-24,Rangers,4,7,0,Angels,3,7,2
2019-05-24,D-backs,18,21,0,Giants,2,7,1
2019-05-25,White Sox,1,6,1,Twins,8,10,1
2019-05-25,Yankees,7,10,1,Royals,3,6,0
2019-05-25,Yankees,6,10,1,Royals,5,9,1
2019-05-25,Reds,6,14,0,Cubs,8,11,0
2019-05-25,Padres,19,20,1,Blue Jays,4,4,0
2019-05-25,D-backs,10,13,1,Giants,4,8,2
2019-05-25,Marlins,0,4,1,Nationals,5,7,0
2019-05-25,Mariners,5,9,1,Athletics,6,11,0
2019-05-25,Tigers,4,14,2,Mets,5,7,1
2019-05-25,Rays,6,12,0,Indians,2,5,1
2019-05-25,Phillies,7,12,0,Brewers,2,5,0
2019-05-25,Red Sox,3,9,0,Astros,4,13,0
2019-05-25,Dodgers,7,13,2,Pirates,2,11,0
2019-05-25,Braves,3,7,0,Cardinals,6,9,0
2019-05-25,Orioles,9,17,0,Rockies,6,10,0
2019-05-25,Rangers,2,5,0,Angels,3,9,1
2019-05-26,Padres,1,10,0,Blue Jays,10,17,0
2019-05-26,Tigers,3,6,0,Mets,4,8,0
2019-05-26,Rays,6,8,0,Indians,3,8,3
2019-05-26,Dodgers,11,12,0,Pirates,7,12,1
2019-05-26,Marlins,6,11,1,Nationals,9,15,0
2019-05-26,Red Sox,4,6,0,Astros,1,4,2
2019-05-26,White Sox,0,5,1,Twins,7,6,0
2019-05-26,Phillies,1,1,0,Brewers,9,12,0
2019-05-26,Yankees,7,11,1,Royals,8,14,1
2019-05-26,Reds,10,17,1,Cubs,2,8,2
2019-05-26,Orioles,7,11,3,Rockies,8,12,1
2019-05-26,D-backs,6,10,0,Giants,2,10,2
2019-05-26,Mariners,1,6,1,Athletics,7,7,0
2019-05-26,Rangers,6,7,2,Angels,7,11,2
2019-05-26,Braves,4,9,2,Cardinals,3,3,0
2019-05-27,Tigers,3,8,2,Orioles,5,7,1
2019-05-27,Marlins,3,9,0,Nationals,2,5,2
2019-05-27,Padres,2,6,2,Yankees,5,7,0
2019-05-27,Pirates,8,12,0,Reds,5,12,2
2019-05-27,Pirates,1,8,0,Reds,8,10,0
2019-05-27,Blue Jays,3,4,2,Rays,8,14,0
2019-05-27,Cubs,5,9,0,Astros,6,10,0
2019-05-27,Royals,1,7,0,White Sox,2,7,0
2019-05-27,D-backs,3,9,0,Rockies,4,8,0
2019-05-27,Indians,5,9,1,Red Sox,12,13,1
2019-05-27,Angels,5,9,0,Athletics,8,10,0
2019-05-27,Brewers,5,6,0,Twins,4,10,0
2019-05-27,Mets,5,15,0,Dodgers,9,17,1
2019-05-27,Rangers,2,6,1,Mariners,6,9,0
2019-05-28,Royals,1,7,0,White Sox,2,7,0
2019-05-28,Padres,5,10,0,Yankees,4,8,1
2019-05-28,Pirates,6,8,0,Reds,11,11,0
2019-05-28,Tigers,3,8,0,Orioles,0,6,1
2019-05-28,Cardinals,3,4,0,Phillies,4,8,0
2019-05-28,Indians,7,8,1,Red Sox,5,10,0
2019-05-28,Blue Jays,1,6,0,Rays,3,6,0
2019-05-28,Giants,3,6,2,Marlins,11,14,0
2019-05-28,Nationals,5,11,0,Braves,4,8,0
2019-05-28,Cubs,6,9,1,Astros,9,11,0
2019-05-28,Royals,3,3,1,White Sox,4,12,0
2019-05-28,Brewers,3,8,1,Twins,5,10,0
2019-05-28,D-backs,2,9,0,Rockies,6,8,1
2019-05-28,Angels,6,7,0,Athletics,4,7,0
2019-05-28,Mets,7,10,0,Dodgers,3,8,1
2019-05-28,Rangers,11,11,0,Mariners,4,12,1
2019-05-29,Pirates,7,15,0,Reds,2,7,0
2019-05-29,Padres,0,4,1,Yankees,7,10,1
2019-05-29,Angels,12,16,0,Athletics,7,12,2
2019-05-29,Rangers,8,13,0,Mariners,7,11,3
2019-05-29,Indians,14,18,1,Red Sox,9,14,0
2019-05-29,Tigers,4,6,1,Orioles,2,5,0
2019-05-29,Cardinals,4,8,1,Phillies,11,12,1
2019-05-29,Blue Jays,3,12,0,Rays,4,14,0
2019-05-29,Giants,2,6,0,Marlins,4,11,1
2019-05-29,Nationals,14,15,0,Braves,4,6,0
2019-05-29,Cubs,2,7,0,Astros,1,4,0
2019-05-29,Royals,7,15,0,White Sox,8,10,0
2019-05-29,D-backs,4,11,1,Rockies,5,10,0
2019-05-29,Mets,8,13,0,Dodgers,9,15,1
2019-05-30,Cardinals,5,10,0,Phillies,3,7,0
2019-05-30,Giants,3,6,0,Marlins,1,7,0
2019-05-30,D-backs,10,16,0,Rockies,11,18,1
2019-05-30,Brewers,11,18,0,Pirates,5,10,0
2019-05-30,Twins,3,7,1,Rays,14,16,1
2019-05-30,Royals,4,10,0,Rangers,2,5,0
2019-05-30,Indians,4,6,2,White Sox,10,15,1
2019-05-30,Mets,0,4,0,Dodgers,2,9,0
2019-05-30,Angels,9,15,1,Mariners,3,4,1
2019-05-31,Giants,6,9,2,Orioles,9,9,1
2019-05-31,Red Sox,1,5,0,Yankees,4,8,0
2019-05-31,Brewers,4,6,3,Pirates,9,13,0
2019-05-31,Nationals,3,7,1,Reds,9,15,0
2019-05-31,Twins,5,10,0,Rays,3,4,1
2019-05-31,Tigers,8,11,1,Braves,2,7,2
2019-05-31,Royals,2,7,0,Rangers,6,6,0
2019-05-31,Indians,1,9,4,White Sox,6,10,0
2019-05-31,Cubs,1,6,0,Cardinals,2,5,0
2019-05-31,Blue Jays,6,11,0,Rockies,13,17,0
2019-05-31,Mets,5,13,0,D-backs,4,8,0
2019-05-31,Astros,3,8,0,Athletics,2,6,1
2019-05-31,Angels,3,6,0,Mariners,4,5,0
2019-05-31,Phillies,3,5,0,Dodgers,6,12,0
2019-05-31,Marlins,2,4,2,Padres,5,9,1
2019-06-01,Twins,6,13,1,Rays,2,9,1
2019-06-01,Indians,5,7,1,White Sox,2,4,2
2019-06-01,Giants,8,8,0,Orioles,2,6,0
2019-06-01,Royals,2,8,1,Rangers,6,11,0
2019-06-01,Brewers,12,14,0,Pirates,10,18,0
2019-06-01,Nationals,5,8,2,Reds,2,8,0
2019-06-01,Tigers,5,11,2,Braves,10,11,2
2019-06-01,Angels,6,11,0,Mariners,3,7,2
2019-06-01,Cubs,4,7,0,Cardinals,7,12,0
2019-06-01,Red Sox,3,11,0,Yankees,5,11,0
2019-06-01,Blue Jays,2,4,2,Rockies,4,8,1
2019-06-01,Astros,5,8,0,Athletics,1,5,0
2019-06-01,Mets,5,9,2,D-backs,6,11,0
2019-06-01,Phillies,3,7,1,Dodgers,4,8,1
2019-06-01,Marlins,9,11,0,Padres,3,4,1
2019-06-02,Giants,8,11,0,Orioles,1,4,1
2019-06-02,Nationals,4,9,0,Reds,1,3,1
2019-06-02,Twins,9,12,1,Rays,7,9,2
2019-06-02,Tigers,4,9,3,Braves,7,7,1
2019-06-02,Brewers,4,9,1,Pirates,2,8,0
2019-06-02,Indians,0,6,0,White Sox,2,5,0
2019-06-02,Cubs,1,3,1,Cardinals,2,4,0
2019-06-02,Royals,1,10,0,Rangers,5,11,0
2019-06-02,Blue Jays,1,6,0,Rockies,5,9,1
2019-06-02,Astros,6,11,0,Athletics,4,10,2
2019-06-02,Mets,1,6,1,D-backs,7,10,0
2019-06-02,Angels,13,15,0,Mariners,3,5,3
2019-06-02,Phillies,0,3,1,Dodgers,8,10,0
2019-06-02,Marlins,9,13,0,Padres,3,4,0
2019-06-02,Red Sox,8,13,1,Yankees,5,8,1
2019-06-03,Angels,1,4,0,Cubs,8,11,1
2019-06-03,Dodgers,3,7,0,D-backs,1,3,0
2019-06-03,Astros,4,5,0,Mariners,2,7,0
2019-06-03,Phillies,2,6,0,Padres,8,9,0
2019-06-04,Braves,12,13,0,Pirates,5,10,3
2019-06-04,White Sox,5,8,0,Nationals,9,9,1
2019-06-04,Yankees,3,8,0,Blue Jays,4,8,0
2019-06-04,Giants,9,14,0,Mets,3,10,2
2019-06-04,Rays,6,9,2,Tigers,9,12,0
2019-06-04,Twins,2,5,0,Indians,5,6,1
2019-06-04,Marlins,16,19,0,Brewers,0,6,2
2019-06-04,Rockies,3,6,0,Cubs,6,8,0
2019-06-04,Orioles,12,15,4,Rangers,11,14,0
2019-06-04,Red Sox,8,10,1,Royals,3,7,0
2019-06-04,Reds,4,10,0,Cardinals,1,6,2
2019-06-04,Dodgers,9,12,3,D-backs,0,3,2
2019-06-04,Athletics,4,8,0,Angels,2,4,0
2019-06-04,Astros,11,13,0,Mariners,5,5,0
2019-06-04,Phillies,9,13,0,Padres,6,10,1
2019-06-05,White Sox,4,11,3,Nationals,6,9,0
2019-06-05,Dodgers,2,7,0,D-backs,3,5,0
2019-06-05,Phillies,7,11,0,Padres,5,8,0
2019-06-05,Braves,4,6,1,Pirates,7,14,0
2019-06-05,Yankees,7,9,3,Blue Jays,11,10,0
2019-06-05,Giants,0,5,1,Mets,7,8,0
2019-06-05,Rays,4,7,0,Tigers,0,5,4
2019-06-05,Twins,7,7,1,Indians,9,11,0
2019-06-05,Marlins,8,10,0,Brewers,3,8,2
2019-06-05,Rockies,8,11,0,Cubs,9,10,1
2019-06-05,Orioles,1,8,0,Rangers,2,9,1
2019-06-05,Red Sox,8,11,0,Royals,0,3,1
2019-06-05,Athletics,9,15,0,Angels,10,14,0
2019-06-05,Astros,1,6,1,Mariners,14,13,0
2019-06-06,Giants,3,3,0,Mets,7,13,0
2019-06-06,Braves,1,7,1,Pirates,6,9,1
2019-06-06,Rays,6,14,0,Tigers,1,8,0
2019-06-06,Red Sox,7,9,0,Royals,5,14,0
2019-06-06,Reds,1,5,0,Cardinals,3,9,0
2019-06-06,Marlins,1,5,1,Brewers,5,9,0
2019-06-06,Rockies,3,6,0,Cubs,1,5,0
2019-06-06,Astros,8,14,0,Mariners,7,11,0
2019-06-06,Yankees,6,8,1,Blue Jays,2,8,1
2019-06-06,Twins,5,7,2,Indians,4,4,1
2019-06-06,Orioles,3,8,1,Rangers,4,8,0
2019-06-06,Athletics,7,9,0,Angels,4,9,3
2019-06-06,Nationals,4,4,1,Padres,5,6,1
2019-06-07,Cardinals,1,4,0,Cubs,3,6,0
2019-06-07,Reds,2,6,2,Phillies,4,6,1
2019-06-07,D-backs,8,10,1,Blue Jays,2,5,0
2019-06-07,Rockies,5,10,1,Mets,1,6,1
2019-06-07,Rays,5,10,0,Red Sox,1,4,0
2019-06-07,Twins,6,14,0,Tigers,3,11,0
2019-06-07,Braves,7,14,0,Marlins,1,5,0
2019-06-07,Yankees,2,6,0,Indians,5,7,0
2019-06-07,Athletics,5,10,2,Rangers,3,10,1
2019-06-07,Orioles,3,5,2,Astros,4,6,1
2019-06-07,Pirates,4,7,0,Brewers,10,15,0
2019-06-07,White Sox,4,10,0,Royals,6,10,0
2019-06-07,Mariners,6,8,0,Angels,2,4,0
2019-06-07,Nationals,4,10,0,Padres,5,8,0
2019-06-07,Dodgers,1,6,0,Giants,2,7,0
2019-06-08,Rays,9,13,2,Red Sox,2,6,1
2019-06-08,Rays,1,6,0,Red Sox,5,6,2
2019-06-08,Athletics,5,9,1,Rangers,10,11,0
2019-06-08,Athletics,1,4,1,Rangers,3,5,1
2019-06-08,White Sox,2,5,1,Royals,0,3,0
2019-06-08,D-backs,6,10,0,Blue Jays,0,5,0
2019-06-08,Reds,1,6,1,Phillies,4,6,0
2019-06-08,Orioles,4,8,0,Astros,1,4,1
2019-06-08,Twins,3,6,0,Tigers,9,15,0
2019-06-08,Braves,1,3,1,Marlins,0,4,0
2019-06-08,Yankees,4,5,0,Indians,8,12,1
2019-06-08,Pirates,3,8,0,Brewers,5,10,1
2019-06-08,Rockies,3,7,0,Mets,5,9,1
2019-06-08,Dodgers,7,11,0,Giants,2,8,1
2019-06-08,Cardinals,4,5,0,Cubs,9,10,1
2019-06-08,Mariners,3,7,2,Angels,12,16,1
2019-06-08,Nationals,4,7,0,Padres,1,7,0
2019-06-09,Rays,6,14,1,Red Sox,1,8,0
2019-06-09,Reds,4,9,0,Phillies,3,5,0
2019-06-09,D-backs,8,10,0,Blue Jays,2,7,0
2019-06-09,Rockies,1,2,0,Mets,6,8,0
2019-06-09,Twins,12,17,0,Tigers,2,9,0
2019-06-09,Braves,7,10,0,Marlins,6,14,0
2019-06-09,Yankees,7,11,2,Indians,6,7,0
2019-06-09,Orioles,0,6,2,Astros,4,5,0
2019-06-09,Pirates,2,5,1,Brewers,5,9,0
2019-06-09,White Sox,5,12,0,Royals,2,6,2
2019-06-09,Athletics,9,11,2,Rangers,8,15,2
2019-06-09,Dodgers,1,6,0,Giants,0,5,0
2019-06-09,Mariners,9,13,0,Angels,3,7,1
2019-06-09,Nationals,5,8,1,Padres,2,7,1
2019-06-09,Cardinals,1,9,2,Cubs,5,9,1
2019-06-10,D-backs,13,14,0,Phillies,8,13,0
2019-06-10,Athletics,2,4,0,Rays,6,8,0
2019-06-10,Rangers,4,8,0,Red Sox,3,9,1
2019-06-10,Cardinals,4,4,1,Marlins,1,7,1
2019-06-10,Pirates,7,10,0,Braves,13,13,3
2019-06-10,Nationals,12,16,0,White Sox,1,4,1
2019-06-10,Cubs,5,7,0,Rockies,6,10,1
2019-06-10,Dodgers,3,8,3,Angels,5,9,0
2019-06-11,Mets,5,9,2,Yankees,12,15,3
2019-06-11,Mets,10,11,0,Yankees,4,9,1
2019-06-11,Blue Jays,2,5,0,Orioles,4,11,1
2019-06-11,D-backs,4,8,1,Phillies,7,12,0
2019-06-11,Reds,1,7,0,Indians,2,6,0
2019-06-11,Athletics,4,7,0,Rays,3,4,1
2019-06-11,Rangers,9,9,0,Red Sox,5,9,2
2019-06-11,Cardinals,7,13,1,Marlins,1,5,1
2019-06-11,Pirates,5,9,1,Braves,7,10,0
2019-06-11,Mariners,5,10,0,Twins,6,9,0
2019-06-11,Nationals,5,9,0,White Sox,7,7,0
2019-06-11,Brewers,8,11,1,Astros,10,12,0
2019-06-11,Tigers,2,5,0,Royals,3,9,0
2019-06-11,Cubs,3,6,1,Rockies,10,13,0
2019-06-11,Padres,5,7,1,Giants,6,9,0
2019-06-11,Dodgers,3,12,0,Angels,5,6,0
2019-06-12,Athletics,6,9,0,Rays,2,12,0
2019-06-12,Reds,7,9,1,Indians,2,6,1
2019-06-12,Cubs,10,12,0,Rockies,1,7,1
2019-06-12,Rangers,3,5,0,Red Sox,4,10,1
2019-06-12,Blue Jays,8,10,0,Orioles,6,8,1
2019-06-12,D-backs,2,6,0,Phillies,0,3,0
2019-06-12,Cardinals,0,3,1,Marlins,9,12,0
2019-06-12,Pirates,7,13,1,Braves,8,15,0
2019-06-12,Mariners,9,13,1,Twins,6,11,5
2019-06-12,Brewers,6,10,0,Astros,3,5,0
2019-06-12,Tigers,3,5,0,Royals,2,8,0
2019-06-12,Padres,2,6,3,Giants,4,8,0
2019-06-13,Pirates,5,9,0,Braves,6,10,1
2019-06-13,Mariners,5,7,2,Twins,10,14,0
2019-06-13,D-backs,5,7,0,Nationals,0,3,0
2019-06-13,Blue Jays,12,17,2,Orioles,3,10,0
2019-06-13,Cardinals,5,10,0,Mets,4,6,0
2019-06-13,Angels,5,6,0,Rays,3,10,0
2019-06-13,Rangers,6,9,1,Red Sox,7,9,1
2019-06-13,Tigers,3,7,1,Royals,7,10,1
2019-06-13,Yankees,4,9,0,White Sox,5,7,1
2019-06-13,Padres,6,13,1,Rockies,9,13,1
2019-06-13,Cubs,3,8,0,Dodgers,7,11,0
2019-06-14,Cardinals,5,10,0,Mets,4,6,0
2019-06-14,Red Sox,13,16,0,Orioles,2,9,0
2019-06-14,D-backs,3,6,1,Nationals,7,8,1
2019-06-14,Indians,13,17,1,Tigers,4,7,2
2019-06-14,Cardinals,9,8,1,Mets,5,9,2
2019-06-14,Angels,4,8,1,Rays,9,13,1
2019-06-14,Rangers,7,8,0,Reds,1,5,0
2019-06-14,Pirates,11,18,1,Marlins,0,9,2
2019-06-14,Phillies,8,9,0,Braves,9,14,2
2019-06-14,Blue Jays,2,5,0,Astros,15,12,0
2019-06-14,Royals,0,2,1,Twins,2,4,0
2019-06-14,Yankees,2,7,3,White Sox,10,15,0
2019-06-14,Padres,16,21,1,Rockies,12,18,0
2019-06-14,Mariners,9,10,1,Athletics,2,7,1
2019-06-14,Cubs,3,8,0,Dodgers,5,7,1
2019-06-14,Brewers,3,8,1,Giants,5,10,1
2019-06-15,Angels,5,7,0,Rays,3,6,1
2019-06-15,Red Sox,7,12,0,Orioles,2,8,2
2019-06-15,D-backs,10,15,0,Nationals,3,10,1
2019-06-15,Brewers,7,8,1,Giants,8,15,1
2019-06-15,Blue Jays,2,6,1,Astros,7,12,0
2019-06-15,Indians,4,9,0,Tigers,2,6,1
2019-06-15,Pirates,3,8,1,Marlins,4,10,0
2019-06-15,Cardinals,7,12,1,Mets,8,10,1
2019-06-15,Rangers,4,8,0,Reds,3,4,3
2019-06-15,Royals,4,8,1,Twins,5,7,3
2019-06-15,Yankees,8,10,1,White Sox,4,10,0
2019-06-15,Phillies,6,8,1,Braves,5,8,2
2019-06-15,Padres,8,13,0,Rockies,14,19,2
2019-06-15,Mariners,2,6,3,Athletics,11,14,0
2019-06-15,Cubs,2,4,0,Dodgers,1,5,1
2019-06-16,Red Sox,8,14,2,Orioles,6,12,2
2019-06-16,Indians,8,14,0,Tigers,0,4,0
2019-06-16,Cardinals,4,3,0,Mets,3,10,2
2019-06-16,Angels,5,11,0,Rays,6,9,1
2019-06-16,Rangers,3,6,0,Reds,11,14,0
2019-06-16,Pirates,5,11,0,Marlins,4,9,0
2019-06-16,Phillies,1,6,1,Braves,15,19,1
2019-06-16,D-backs,5,11,0,Nationals,15,15,1
2019-06-16,Blue Jays,12,14,0,Astros,0,7,0
2019-06-16,Royals,8,9,0,Twins,6,15,2
2019-06-16,Yankees,10,12,0,White Sox,3,9,0
2019-06-16,Padres,14,15,1,Rockies,13,19,1
2019-06-16,Brewers,5,12,0,Giants,3,7,0
2019-06-16,Mariners,6,8,2,Athletics,3,8,2
2019-06-16,Cubs,2,9,0,Dodgers,3,7,1
2019-06-17,Rays,0,2,1,Yankees,3,8,0
2019-06-17,Angels,10,13,1,Blue Jays,5,8,0
2019-06-17,Astros,2,4,0,Reds,3,6,1
2019-06-17,Mets,3,7,1,Braves,12,16,0
2019-06-17,Indians,2,8,0,Rangers,7,8,0
2019-06-17,Red Sox,2,7,0,Twins,0,5,0
2019-06-17,Marlins,0,8,1,Cardinals,5,8,0
2019-06-17,Orioles,2,4,1,Athletics,3,5,1
2019-06-17,Royals,6,9,0,Mariners,4,10,0
2019-06-17,Giants,3,3,0,Dodgers,2,5,1
2019-06-17,Brewers,0,4,0,Padres,2,7,0
2019-06-18,Tigers,5,6,1,Pirates,4,8,3
2019-06-18,Rays,3,9,0,Yankees,6,11,0
2019-06-18,Angels,3,6,1,Blue Jays,1,3,0
2019-06-18,Astros,3,9,0,Reds,4,6,0
2019-06-18,Mets,10,15,0,Braves,2,5,0
2019-06-18,Indians,10,14,0,Rangers,3,5,1
2019-06-18,White Sox,3,8,0,Cubs,1,6,1
2019-06-18,Red Sox,3,17,0,Twins,4,15,1
2019-06-18,Marlins,6,8,1,Cardinals,0,2,1
2019-06-18,Rockies,8,12,1,D-backs,1,7,1
2019-06-18,Orioles,2,4,1,Athletics,16,15,1
2019-06-18,Royals,9,13,1,Mariners,0,6,0
2019-06-18,Giants,0,4,0,Dodgers,9,14,0
2019-06-18,Brewers,1,4,3,Padres,4,8,0
2019-06-19,Astros,2,7,1,Reds,3,11,0
2019-06-19,Phillies,2,6,1,Nationals,6,8,0
2019-06-19,Phillies,0,4,1,Nationals,2,4,0
